0,1,2,3,4,5
9306188,3,0.0107099,99.9633,53.8632,-4.13521
9306188,4,0.000366,99.9921,53.8814,-4.15034
9306188,5,0.0273871,99.9926,53.8816,-4.1504
9412598,1,0.002375,99.8873,-23.6845,41.2896
9412598,3,0.0488097,99.8864,-23.6837,41.29
9457338,1,0.002499,99.3658,27.2952,-0.757499
9457338,3,0.0447728,99.3656,27.2944,-0.758118
9501893,1,0.06332,2.1803,-79.9388,-63.7846
9501893,6,0.00161236,2.1803,-79.9388,-63.7846
9606441,1,0.010355,99.8144,-0.768393,-33.1629
9606441,2,0.048645,99.8137,-0.769296,-33.1624
9651476,1,0.00925,98.43,13.3068,-71.0903
9651476,3,0.0528432,98.4292,13.3062,-71.0894
9751981,1,0.00925,99.9885,-12.142,71.3609
9751981,3,0.0238436,99.9883,-12.1423,71.3607
9754546,1,0.002499,99.6805,3.17895,27.4341
9754546,3,0.0434371,99.6799,3.17969,27.434
9806629,1,0.06332,99.8962,24.5071,-20.2396
9806629,3,0.00158598,99.8962,24.5072,-20.2396
9807253,1,0.06332,99.9225,-62.3625,-54.6385
9807253,3,0.0101169,99.9225,-62.3625,-54.6384
9856201,1,0.06332,99.9624,-0.0356923,-33.0681
9856201,3,0.00907027,99.9624,-0.035742,-33.068
9956339,1,0.010876,99.9948,39.7421,-79.4153
9956339,3,0.0390792,99.9943,39.7417,-79.4147
23976,1,0.06332,99.9272,-24.7803,3.97218
23976,4,0.0388355,99.9272,-24.7805,3.97298
24194,1,0.06332,99.8155,-12.3833,-11.0412
24194,3,0.0380376,99.8149,-12.3838,-11.0412
84707,1,0.010876,-99.9881,-45.4192,26.6867
84707,4,0.0211453,-99.9879,-45.4191,26.6866
221062,1,0.00925,98.7972,79.0321,27.4212
221062,3,0.0516948,98.796,79.0319,27.421
261508,1,0.010355,99.4389,-57.0035,-46.7415
261508,3,0.0506818,99.4394,-57.0023,-46.7415
364019,1,0.06332,99.9394,-6.8818,26.4998
364019,3,0.0130911,99.9395,-6.88168,26.4999
462194,1,0.00227,99.8911,53.9985,-59.3795
462194,3,0.0352961,99.8905,53.9989,-59.3798
462744,1,0.06332,30.4144,-19.8232,-79.9957
462744,4,0.0167351,30.4146,-19.8233,-79.9957
515971,1,0.06332,99.6627,36.5505,17.1881
515971,3,0.0291943,99.6624,36.5501,17.1882
517574,1,0.06332,99.5598,-54.0499,69.9747
517574,3,0.0431985,99.5592,-54.0501,69.9755
518559,1,0.06332,99.4656,-17.2941,-53.5857
518559,3,0.0350921,99.4658,-17.2948,-53.5858
572326,1,0.06332,99.7761,22.6432,63.6565
572326,4,0.0211456,99.7759,22.6432,63.6562
677361,1,0.00925,99.9719,-43.1943,-4.16183
677361,3,0.0297341,99.9716,-43.1939,-4.16179
731007,1,0.010876,99.689,6.27022,37.0761
731007,3,0.0422078,99.6887,6.26987,37.0769
733275,1,0.002032,99.602,-15.145,-49.568
733275,3,0.061256,99.5996,-15.1448,-49.5697
733275,3,0.0023077,99.5996,-15.1448,-49.5697
733275,4,0.010876,99.5855,-15.123,-49.5752
733275,5,0.0118742,99.5856,-15.1231,-49.5752
781098,1,0.010876,99.8511,53.8101,14.0547
781098,4,0.0361846,99.8505,53.8102,14.0551
781098,3,0.00284261,99.9355,53.5719,13.9806
830328,1,0.00925,99.9627,-51.9307,23.1269
830328,3,0.0438379,99.9626,-51.9298,23.1273
911595,1,0.010876,99.8521,-57.3296,27.3204
911595,3,0.0357452,99.8519,-57.3296,27.3197
912984,1,0.06332,99.3921,50.4733,-2.20438
912984,3,0.00540784,99.3921,50.4733,-2.20437
1066477,1,0.06332,99.658,24.1648,74.0232
1066477,4,0.0128947,99.658,24.1647,74.0231
1066477,3,0.00406769,99.6912,24.1723,74.0552
1068146,1,0.010876,96.0629,-47.7091,-65.8151
1068146,3,0.0494855,96.0624,-47.7087,-65.8161
1068159,1,0.010876,99.6708,-2.38273,-39.1711
1068159,3,0.0833524,99.6689,-2.38361,-39.173
1117286,1,0.002499,99.622,68.0026,68.9319
1117286,3,0.0513476,99.6218,68.0017,68.9327
1167086,1,0.00925,99.813,34.9032,-61.1869
1167086,3,0.0406591,99.8133,34.9035,-61.1876
1219196,1,0.06332,99.7008,-4.89845,23.2043
1219196,3,0.0206188,99.7005,-4.89832,23.2043
1219447,1,0.06332,99.0021,29.6141,38.6636
1219447,4,0.0348294,99.0019,29.6142,38.6642
1265717,1,0.00925,99.9762,64.5031,-22.8362
1265717,4,0.0386582,99.9766,64.5034,-22.8369
1315667,1,0.010355,99.7003,1.68928,66.4264
1315667,3,0.0314803,99.7,1.6898,66.4264
1315951,1,0.002499,99.8939,-33.3956,-53.8282
1315951,3,0.0454827,99.8944,-33.3958,-53.8273
1354713,1,0.06332,99.8565,79.8022,-62.0395
1354713,3,0.0413324,99.8559,79.8023,-62.0389
1355102,1,0.06332,99.9752,-6.90659,58.4207
1355102,3,0.0183886,99.975,-6.90676,58.4208
1355437,1,0.00925,99.9825,43.5565,-68.595
1355437,3,9.68971e-05,99.9824,43.5566,-68.5949
1355437,3,0.0385969,99.9819,43.5573,-68.5948
1355449,1,0.06332,94.7443,-79.8805,52.0099
1355449,4,0.0134147,94.7443,-79.8806,52.0101
1456921,1,0.010876,99.8223,-18.6128,-25.4334
1456921,3,0.0523437,99.8226,-18.6139,-25.4328
1502072,1,0.06332,99.038,76.775,-7.78681
1502072,4,0.0159788,99.0378,76.775,-7.7867
1502072,3,0.000510617,99.6973,76.5325,-7.81967
1503434,1,0.06332,99.6554,-70.6863,-5.24074
1503434,3,0.0111198,99.6554,-70.6862,-5.24067
1554957,1,0.00925,99.3135,-63.8167,20.6239
1554957,3,0.040002,99.3136,-63.8172,20.6246
1555064,1,0.00925,99.8985,-62.2965,-30.413
1555064,3,0.102032,99.9,-62.2931,-30.412
1609361,1,0.06332,99.6832,-4.07283,68.709
1609361,3,0.0426688,99.6833,-4.07251,68.7081
1696390,1,0.002032,99.946,-60.6085,-24.6626
1696390,3,0.0510699,99.9448,-60.6082,-24.6629
1815715,4,0.0103791,99.9452,44.2054,34.6569
2019994,1,0.010876,43.6168,79.9842,33.7188
2019994,4,0.0411219,43.6162,79.9836,33.7188
2058316,1,0.010876,99.8253,-54.3829,-44.6804
2058316,3,0.0357359,99.8256,-54.3824,-44.68
2112293,1,0.00925,99.7245,44.0846,-31.146
2112293,3,0.0505155,99.7237,44.0854,-31.1467
2160037,1,0.06332,99.9461,55.538,-76.0715
2160037,4,0.0426419,99.9456,55.5388,-76.0716
2212259,1,0.00042,99.9747,29.8242,-60.3982
2212259,3,0.0399945,99.9749,29.825,-60.3981
2299927,1,0.010876,99.8803,51.6359,-72.0055
2299927,3,0.028119,99.8799,51.6361,-72.0053
2300257,1,0.06332,99.4324,-9.7516,44.5849
2300257,4,0.0334295,99.432,-9.75212,44.585
2300989,1,0.06332,99.4917,-27.3781,3.5763
2300989,3,0.0361997,99.4911,-27.3779,3.57661
2474928,1,0.06332,99.8748,-9.37685,-31.94
2474928,3,0.025016,99.8747,-9.37665,-31.9403
2475011,1,0.06332,99.6088,12.0981,-13.2141
2475011,3,0.0361962,99.6084,12.098,-13.2147
2475498,1,0.06332,99.2743,-4.83638,-10.3932
2475498,3,0.0135754,99.2742,-4.83631,-10.3932
2567004,1,0.06332,99.9596,-0.667791,-73.4603
2567004,3,0.0197389,99.9594,-0.667953,-73.4601
2724649,1,0.00227,99.5011,21.7078,25.9628
2724649,3,0.045005,99.5009,21.7082,25.9637
2825212,1,0.06332,99.8002,34.8906,-9.09313
2825212,3,0.00269179,99.8002,34.8906,-9.09313
2918890,1,0.002499,99.9973,-9.96763,71.8457
2918890,3,0.00540827,99.9983,-9.96698,71.8455
2918890,3,0.0010655,99.9993,-9.96685,71.8458
2918890,3,0.00100581,99.9998,-9.96691,71.8458
2918890,3,0.000154954,100.0,-9.96686,71.8458
2918890,3,0.000384642,100.0,-9.96677,71.8453
2918890,3,5.82061e-06,100.0,-9.96677,71.8453
2970454,1,0.00925,99.7346,-34.9609,-66.208
2970454,3,0.0339649,99.7343,-34.9615,-66.2081
3010800,1,0.06332,99.9655,-27.908,-27.1996
3010800,3,0.0167499,99.9655,-27.9079,-27.1994
3105174,1,0.00925,99.9775,-11.8994,-78.2491
3105174,3,0.0386932,99.9778,-11.899,-78.2485
3106314,1,0.06332,99.7291,5.19826,25.2484
3106314,3,0.00540066,99.7291,5.19829,25.2484
3161286,1,0.06332,99.5887,29.3038,38.9864
3161286,3,0.0476181,99.5884,29.3031,38.9856
3315042,1,0.010876,99.3542,-23.2976,-76.0825
3315042,3,0.0748817,99.3531,-23.2996,-76.0832
3315692,1,0.010876,99.7806,-40.2828,-51.4853
3315692,4,0.0350468,99.7801,-40.2827,-51.4856
3316165,1,0.010876,99.8533,-38.1258,-32.8328
3316165,2,0.034124,99.8531,-38.1263,-32.8325
3356204,1,0.010876,99.6219,47.514,48.4999
3356204,4,0.0552842,99.6206,47.5132,48.4999
3399749,1,0.002032,99.905,50.5844,-24.9727
3399749,3,0.0472175,99.9045,50.5836,-24.9719
3444518,1,0.000514,99.2362,21.7691,46.2047
